x, y, 
-2.0999999999999996, -0.5099999999999993, 
-1.8999999999999995, -0.5099999999999993, 
-1.6999999999999993, -0.5099999999999993, 
-1.5, -0.5099999999999993, 
-1.2999999999999998, -0.5099999999999993, 
-1.0999999999999996, -0.5099999999999993, 
-0.8999999999999995, -0.5099999999999993, 
-0.6999999999999993, -0.7099999999999995, 
-0.5, -0.9099999999999993, 
-0.2999999999999998, -0.9099999999999993, 
-0.09999999999999964, -0.9099999999999993, 
0.10000000000000053, -0.9099999999999993, 
0.3000000000000007, -0.9099999999999993, 
0.5, -0.9099999999999993, 
0.7000000000000011, -0.9099999999999993, 
0.9000000000000004, -0.9099999999999993, 
1.0999999999999996, -0.9099999999999993, 
1.3000000000000007, -0.7099999999999995, 
1.3000000000000007, -0.5099999999999993, 
1.3000000000000007, -0.3099999999999996, 
1.0999999999999996, -0.10999999999999943, 
1.3000000000000007, 0.09000000000000075, 
1.5, 0.2900000000000009, 
1.700000000000001, 0.2900000000000009, 
1.9000000000000004, 0.2900000000000009, 
2.1000000000000014, 0.2900000000000009, 
2.3000000000000007, 0.4900000000000002, 
2.5, 0.4900000000000002, 
2.700000000000001, 0.4900000000000002, 
2.9000000000000004, 0.6900000000000004, 
3.1000000000000014, 0.6900000000000004, 
3.3000000000000007, 0.8900000000000006, 
3.5, 0.8900000000000006, 
3.700000000000001, 0.8900000000000006, 
3.9000000000000004, 1.0900000000000007, 
